149,149
145,145
139,139
133,133
133,133
132,132
122,122
128,122
131,122
135,122
124,122
125,122
122,122
125,122
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
113,113
120,113
126,113
120,113
123,113
122,113
